City,State,ZipCode,Country,change_name_City,change_name_State,change_name_ZipCode
El Paso,TX,79901,US,El Paso,TX,79901
Santa Rosa,CA,95403,US,Santa Rosa,CA,95403
Waipahu,HI,96797,US,Waipahu,HI,96797
Not found,Not Found,0,Not Available,N/A,N/A,N/A
New York,NY,10011,US,New York,NY,10011
Los Angeles,CA,90012,US,Los Angeles,CA,90012
Irvine,CA,92603,US,Irvington,CA,92603
Sausalito,CA,94965,US,Sausalito,CA,94965
Carmelley,IN,0,US,Carmelley,IN,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Vilnius,Vilniaus Apskritis,0,LT,Vilnius,Vilniaus Apskritis,N/A
Farnworth,Bolton,BL4 7PQ,GB,Farnworth,Bolton,BL4 7PQ
Russellville ,KY,42276,US,Russellville ,KY,42276
Knoxville,TN,37912,US,Knoxville,TN,37912
Byron Bay,NSW,2481,AU,Byron Bay,NSW,2481
Not found,Not Found,0,Not Available,N/A,N/A,N/A
California,PA,15419,US,California,PA,15419
New Orleans,LA,0,US,New Orleans,LA,N/A
Meridian,ID,83642,US,Meridian,ID,83642
Columbus,OH,43229,US,Columbus,OH,43229
Los Angeles,CA,90028,US,Los Angeles,CA,90028
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Nassau,NY,11021,US,Nassau,NY,11021
Salem,OR,97301,US,Salem,OR,97301
Colorado Springs,CO,80917,US,Colorado Springs,CO,80917
Banksmeadow,NSW,2019,AU,Banksmeadow,NSW,2019
Springfield,MO,65802,US,Springfield,MO,65802
Amsterdam,NH,1068 LE,NL,Amsterdam,NH,1068 LE
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Not found,Not Found,413 01 Göteborg,Not Available,N/A,N/A,413 01 Göteborg
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Austin,TX,78757,US,Austin,TX,78757
Ocala,FL,0,US,Ocala,FL,N/A
Las Vegas,NV,89102,US,Las Vegas,NV,89102
Not found,Not Found,0,Not Available,N/A,N/A,N/A
San Francisco,CA,94111,US,San Francisco,CA,94111
Copenhagen,Capital Region of Denmark,1172,DK,Copenhagen,Denmark,1172
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Charlottesville,VA,22903,US,Charlottesville,VA,22903
New York,NY,0,US,New York,NY,N/A
Walsall,England,WS1,GB,Walsall,England,WS1
Newark,DE,19713,US,Newark,DE,19713
Irvine,CA,92614,US,Irvington,CA,92614
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Hatboro,PA,19040,US,Hatboro,PA,19040
Lexington,KY,40508,US,Lexington,KY,40508
Lamont,CA,93241,US,Lamont,CA,93241
South Haven,MI,49090,US,South Haven,MI,49090
חיפה,Not Found,0,Not Available,חיפה,N/A,N/A
Not found,Not Found,0,DE,N/A,N/A,N/A
Manteca,CA,95336,US,Manteca,CA,95336
Birkenhead,Mersyd,CH63,GB,Birkenhead,Mersyd,CH63
Escondido,CA,92025,US,Escondido,CA,92025
Richmond,VA,23230,US,Richmond,VA,23230
Not found,Not Found,0,Not Available,N/A,N/A,N/A
New York,Not Found,10036,US,New York,N/A,10036
Winnipeg,MB,R3B 1M3,CA,Winnipeg,MB,R3B 1M3
Morehead City,NC,28557,US,Morehead City,NC,28557
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Sandy,UT,84070,US,Sandy,UT,84070
MILANO,ITALIA,0,IT,MILANO,ITALIA,N/A
Howard Beach,NY,11414,US,Howard Beach,NY,11414
Hancock,NY,13783,US,Hancock,NY,13783
Paris,IdF,75011,FR,Paris,IdF,75011
Little Rock,AR,72201,US,Little Rock,AR,72201
Castle Rock,CO,80109,US,Castle Rock,CO,80109
Vail,CO,81657,US,Vail,CO,81657
Punta del Este,Departamento de Maldonado,0,UY,Punta del Este,Departamento de Maldonado,N/A
Toronto,ON,M5R,CA,Toronto,ON,M5R
Paris,Ile De France,75013,FR,Paris,FR,75013
Cedar Rapids,IA,52401,US,Cedar,IA,52401
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Wakefield,MA,1880,US,Wakefield,MA,1880
Kelowna,British Columbia,V1Y8S3,CA,Kelowna,BC,V1Y8S3
San Francisco,CA,94123,US,San Francisco,CA,94123
Chicago,Not Found,60606,US,Chicago,N/A,60606
Pars Lès Romilly,Champagne Ardenne,75012,FR,Pars Lès Romilly,Champagne Ardenne,75012
South Melbourne,VIC,3205,AU,South Melbourne,VIC,3205
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Berkeley,Not Found,0,US,Berkeley,N/A,N/A
London,Gt Lon,EC1M 5NR,GB,London,London,EC1M 5NR
Sea Girt,NJ,8750,US,Sea Girt,NJ,8750
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Houston,TX,77003,US,Houston,TX,77003
London,Not Found,NW3 3HF,GB,London,N/A,NW3 3HF
San Francisco,CA,0,US,San Francisco,CA,N/A
St Louis,MO,63103,US,St Louis,MO,63103
Not found,Not Found,84014,Not Available,N/A,N/A,84014
Not found,Not Found,LS3 1DT,Not Available,N/A,N/A,LS3 1DT
Omaha,NE,68114,US,Omaha,NE,68114
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Not found,Gt Lon,WC2B,GB,N/A,London,WC2B
Singapore City,Singapore City,Singapore,SG,Singapore City,Singapore,N/A
Edmonton,AB,T6E 4A4,CA,Edmonton,AB,T6E 4A4
New York,NY,10003,US,New York,NY,10003
ki,ki,ki,TZ,ki,ki,N/A
Faulkland,Somset,BA3 5WA,GB,Faulkland,Somset,BA3 5WA
Meridian,ID,83642,US,Meridian,ID,83642
Goostrey,Cheshire,0,GB,Goostrey,Cheshire,N/A
Baltimore,MD,21234,US,Baltimore,MD,21234
New York,NY,10012,US,New York,NY,10012
London,Greater London,W1K 6ZD,GB,London,London,W1K 6ZD
Northumberland,England,NE65 7BJ,GB,Northumberland,England,NE65 7BJ
London,London,W1T 4BQ,GB,London,London,W1T 4BQ
Not found,GA,0,US,N/A,GA,N/A
Not found,Not Found,0,US,N/A,N/A,N/A
Glen Allen,VA,23059,US,Glen Allen,VA,23059
Sharonville,OH,45241,US,Sharonville,OH,45241
Pleasant Grove,UT,0,US,Pleasant Grove,UT,N/A
San Mateo,CA,94402,US,San Mateo,CA,94402
Philadelphia,PA,0,US,Philadelphia,PA,N/A
London,Gt Lon,WC1N,GB,London,London,WC1N
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Los Angeles,CA,0,US,Los Angeles,CA,N/A
Charleroi,Région wallonne,6041,BE,Charleroi,Région wallonne,6041
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Sioux Falls,SD,57107,US,Sioux Falls,SD,57107
El Segundo,CA,90245,US,El Segundo,CA,90245
Fairplain,WV,25271,US,Fairplain,WV,25271
Lenexa,KS,66215-3637,US,Lenexa,KS,66215-3637
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Birdbrook,England,CO9,GB,Birdbrook,England,CO9
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Canton,OH,44705,US,Canton,OH,44705
Grapevine,TX,76051,US,Grapevine,TX,76051
Phoenix,AZ,85022,US,Phoenix,AZ,85022
Kissimmee,FL,34744,US,Kissimmee,FL,34744
London,Gt Lon,NW1,GB,London,London,NW1
Nottingham,England,NG1,GB,Nottingham,England,NG1
Ocean City,MD,21842,US,Ocean City,MD,21842
Montréal,Québec,H2H 1V4,CA,Montréal,Québec,H2H 1V4
Montclair,NJ,7043,US,Montclair,NJ,7043
Charlotte,NC,28202,US,Charlotte,NC,28202
Galveston,TX,0,US,Galveston,TX,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Chicago,IL,60646,US,Chicago,IL,60646
Jefferson,OR,97325,US,Jefferson,OR,97325
Dallas,TX,75231,US,Dallas,TX,75231
San Francisco,CA,94105,US,San Francisco,CA,94105
Not found,Gt Lon,SW9 0JJ,GB,N/A,London,SW9 0JJ
Chicago,IL,60608,US,Chicago,IL,60608
Carrollton,TX,75010,US,Carrollton,TX,75010
Las Vegas,NV,89109,US,Las Vegas,NV,89109
Baltimore,MD,21217,US,Baltimore,MD,21217
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Seattle,WA,0,US,Seattle,WA,N/A
Boston,MA,0,US,Boston,MA,N/A
New York,NY,11368,US,New York,NY,11368
Grenoble,RA,38000,FR,Grenoble,RA,38000
Clovis,CA,93612,US,Clovis,CA,93612
Fredericksburg,VA,22407,US,Fredericksburg,VA,22407
 Madison,WI,53704,US, Madison,WI,53704
Austin,TX,78712,US,Austin,TX,78712
New York,NY,10013,US,New York,NY,10013
Cincinnati,OH,0,US,Cincinnati,OH,N/A
Rosalie,QLD,4064,AU,Rosalie,QLD,4064
Chicago,IL,0,US,Chicago,IL,N/A
Not found,Not Found,0,US,N/A,N/A,N/A
Los Angeles,CA,90012,US,Los Angeles,CA,90012
Not found,Greater Manchester,M4 3BG,GB,N/A,Manchester,M4 3BG
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Durham,NC,27701,US,Durham,NC,27701
Brighton and Hove,East Sussex,BN1 4GH,GB,Brighton and Hove,East Sussex,BN1 4GH
"Washington, D.C.",MD,20037-1522,US,Washington,MD,20037-1522
Outremont,Quebec,H2V 4E1,CA,Outremont,Quebec,H2V 4E1
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Tulsa,OK,74120,US,Tulsa,OK,74120
Melbourne,Vic,3000,AU,Melbourne,Vic,3000
Santa Monica,CA,0,US,Santa Monica,CA,N/A
Milano,Lombardia,20136,IT,Milano,Lombardia,20136
Cedar Park,TX,78613,US,Cedar,TX,78613
New York,NY,10011,US,New York,NY,10011
San Francisco,CA,94115,US,San Francisco,CA,94115
New York,NY,10017,US,New York,NY,10017
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Houston,TX,77040,US,Houston,TX,77040
Door County,WISCONSIN,54209,US,Door County,WISCONSIN,54209
Coquitlam,British Columbia,0,CA,Coquitlam,BC,N/A
Seattle,WA,98109,US,Seattle,WA,98109
Toronto,Ontario,M4W 2G8,CA,Toronto,ON,M4W 2G8
Detroit,MI,48214,US,Detroit,MI,48214
Cordova,TN,0,US,Cordova,TN,N/A
Ottawa,ON,K2G,CA,Ottawa,ON,K2G
Grand Prairie,TX,75050,US,Grand Prairie,TX,75050
Seattle,WA,98101,US,Seattle,WA,98101
Kyle,TX,78640,US,Kyle,TX,78640
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Singapore City,Singapore City,550129,SG,Singapore City,Singapore,550129
Not found,Not Found,60610,Not Available,N/A,N/A,60610
Denver,CO,80205,US,Denver,CO,80205
תל אביב,ישראל,0,IL,תל אביב,ישראל,N/A
Boston,MA,2125,US,Boston,MA,2125
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Greenwood,SC, 400 Glenwoo,US,Greenwood,SC,400 Gl
McComb,MS,39648,US,McComb,MS,39648
Chicago,IL,60601,US,Chicago,IL,60601
Not found,Not Found,0,Not Available,N/A,N/A,N/A
New York,NY,10019,US,New York,NY,10019
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Mooloolaba,Queensland,4557,AU,Mooloolaba,Queensland,4557
Pune,Maharashtra,411004,IN,Pune,Maharashtra,411004
Houston Texas,Not Found,77098,Not Available,Houston,N/A,77098
Balok,Pahang,26080,MY,Balok,Pahang,26080
Kitchener,ON,N2M 3S3,CA,Kitchener,ON,N2M 3S3
Montreal,QC,0,CA,Montreal,QC,N/A
Seattle,WA,98104,US,Seattle,WA,98104
Nottinghamshire,Not Found,NG7 2RD,GB,Nottinghamshire,N/A,NG7 2RD
London,London Borough of Camden,WC1H 0DG,GB,London,London,WC1H 0DG
White Plains,NY,10606,US,White Plains,NY,10606
Conroe,TX,77304,US,Conroe,TX,77304
Gold Canyon,AZ,85118,US,Gold Canyon,AZ,85118
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Wasilla,AK,99654,US,Wasilla,AK,99654
Hamilton,ON,L8V 5B5 ,US,Hamilton,ON,L8V 5B5 
Cambridge,Cambridgeshire,CB39ET,GB,Cambridge,Cambridgeshire,CB39ET
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Exmouth,Devon,EX8 2AZ,GB,Exmouth,Devon,EX8 2AZ
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Culver City,CA,90230,US,Culver City,CA,90230
Chorlton-cum-Hardy,Gt Man,M21,GB,Chorlton-cum-Hardy,Gt Man,M21
London,Not Found,W1J 0BG,GB,London,N/A,W1J 0BG
Bethlehem,PA,18017,US,Bethlehem,PA,18017
Hadleigh,Suffk,IP7 5DN,GB,Hadleigh,Suffk,IP7 5DN
Austin,TX,78724,US,Austin,TX,78724
Washington,DC,20057,US,Washington,DC,20057
Burnaby,British Columbia,v5c 0c7,CA,Burnaby,BC,v5c 0c7
San Francisco,CA,94118,US,San Francisco,CA,94118
Geneva,IL,60134,US,Geneva,IL,60134
Marion,IN,46953,US,Marion,IN,46953
Boston,MA,2215,US,Boston,MA,2215
Honolulu,Not Found,96815,US,Honolulu,N/A,96815
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Brisbane,Queensland,4000,AU,Brisbane,Queensland,4000
Tallahassee,Florida,32301,US,Tallahassee,FL,32301
Munich,BY,81245,DE,Munich,BY,81245
San Francisco,Not Found,94107,US,San Francisco,N/A,94107
V6M 2V9,British Columbia,0,CA,N/A,BC,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Gaithersburg,MD,20877,US,Gaithersburg,MD,20877
Lilburn,GA,30047,US,Lilburn,GA,30047
Not found,Not Found,TN25 4AJ. (For SatNav please use TN24 9JZ),Not Available,N/A,N/A,N/A
Prague,Hlavni Mesto Praha,0,CZ,Prague,Hlavni Mesto Praha,N/A
Wellington,Wellington,6011,NZ,Wellington,Wellington,6011
Philadelphia,PA,19104,US,Philadelphia,PA,19104
Boston,MA,2122,US,Boston,MA,2122
Bellflower,CA,90706,US,Bellflower,CA,90706
Houston,TX,77005,US,Houston,TX,77005
Houston,TX,77030,US,Houston,TX,77030
Atlanta,GA,30319,US,Atlanta,GA,30319
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Raleigh,NC,27612,US,Raleigh,NC,27612
London,Greater London,NW4 1RL,GB,London,London,NW4 1RL
Stafford Township,NJ,8092,US,Stafford Township,NJ,8092
New South Wales,Not Found,2290,AU,New South Wales,N/A,2290
Not found,Not Found,sc,Not Available,N/A,N/A,sc
Phoenix,AZ,85051,US,Phoenix,AZ,85051
Oxon Hill,MD,20744,US,Oxon Hill,MD,20744
Belfast,Northern Ireland,BT1 1,GB,Belfast,NI,BT1 1
Aurora,CO,80014,US,Aurora,CO,80014
Leipzig,SN,4328,DE,Leipzig,SN,4328
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Dallas,TX,75254,US,Dallas,TX,75254
San Francisco,CA,94107,US,San Francisco,CA,94107
Salem,OR,97301,US,Salem,OR,97301
Bournemouth,Dorset,BH4 9AE,GB,Bournemouth,Dorset,BH4 9AE
Sherman Oaks,CA,91423,US,Oakland,CA,91423
Seattle,WA,98104,US,Seattle,WA,98104
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Seabrook Island,SC,29455,US,Seabrook Island,SC,29455
Decatur,GA,30030,US,Decateur,GA,30030
New York,NY,10022,US,New York,NY,10022
Philadelphia,Not Found,19131,US,Philadelphia,N/A,19131
Las Vegas,NV,89113-2157,US,Las Vegas,NV,89113-2157
Reims,Not Found,51100,FR,Reims,N/A,51100
Ballsbridge,Dublin,0,IE,Ballsbridge,Dublin,N/A
Riverview,FL,33578,US,Riverview,FL,33578
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Troy,MI,48084,US,Troy,MI,48084
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Leatherhead,England,0,GB,Leatherhead,England,N/A
Honolulu,HI,96818,US,Honolulu,HI,96818
 Chattanooga,TN,37402,US, Chattanooga,TN,37402
West Midlands,Not Found,B90 4GW,GB,West Midlands,N/A,B90 4GW
Covington,KY,41011,US,Covington,KY,41011
Scottsdale,AZ,85257,US,Scottsdale,AZ,85257
Wandal,QLD,4700,AU,Wandal,QLD,4700
Bristol,England,BS8 1SA,GB,Bristol,England,BS8 1SA
boston,MA,2134,US,boston,MA,2134
Vila de Rei,Castelo Branco,6110,PT,Vila de Rei,Castelo Branco,6110
Kingston,Ontario,k7k6w8,CA,Kingston,ON,k7k6w8
Kinder,LA,70648,US,Kinder,LA,70648
Tilburg,NB,5038 ED,NL,Tilburg,NB,5038 ED
Barnsley,Barnsley,S75 1DT,GB,Barnsley,Barnsley,S75 1DT
Johor Bahru,Johor,80300,MY,Johor Bahru,Johor,80300
San Mateo,CA,94402,US,San Mateo,CA,94402
Eugene,OR,97405,US,Eugene,OR,97405
Boston,MA,2134,US,Boston,MA,2134
London London ,Not Found,W1T 1RJ,Not Available,London,N/A,W1T 1RJ
Arlington,VA,22201,US,Arlington,VA,22201
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Houston,TX,0,US,Houston,TX,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
New York,NY,0,US,New York,NY,N/A
Saint Louis,MO,63103,US,Saint Louis,MO,63103
Southfield,MI,48033,US,Southfield,MI,48033
Westminster,CO,80234,US,Westminster,CO,80234
Cirencester,Gloucestershire,GL7 2NX,GB,Cirencester,Gloucestershire,GL7 2NX
Livonia,MI,48152,US,Livonia,MI,48152
Adelaide,SA,5000,AU,Adelaide,SA,5000
Lacey,WA,98516,US,Lacey,WA,98516
Royal Oak,MI,48067,US,Royal Oak,MI,48067
Anaheim,CA,92804,US,Anaheim,CA,92804
Not found,Not Found,0,HK,N/A,N/A,N/A
Toronto,ON,M5T 1G4,CA,Toronto,ON,M5T 1G4
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Manassas,VA,20110,US,Manassas,VA,20110
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Guelph,Ontario,N1H 6L3,CA,Guelph,ON,N1H 6L3
Bristol,Avon,BS1 5JG,GB,Bristol,Avon,BS1 5JG
Bogotá,Cundinamarca,110231,CO,Bogotá,Cundinamarca,110231
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Chesterfield,MO,63017,US,Chesterfield,MO,63017
Atlanta,GA,30337,US,Atlanta,GA,30337
Toronto,ON,M5S 2E8,CA,Toronto,ON,M5S 2E8
Orlando,FL,32826,US,Orlando,FL,32826
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Winter Park,FL,32792,US,Winter Park,FL,32792
London,London,NW1,GB,London,London,NW1
Santa Barbara,CA,93109,US,Santa Barbara,CA,93109
Denver,CO,0,US,Denver,CO,N/A
Cheverly ,MD,20720,US,Cheverly ,MD,20720
Lakewood,WA,98498,US,Westlake,WA,98498
Decatur,GA,30035,US,Decateur,GA,30035
Squamish,BC,V8B 0N8,CA,Squamish,BC,V8B 0N8
New Orleans,LA,70130,US,New Orleans,LA,70130
Columbia,SC,29212,US,Columbia,SC,29212
Langley,BC,V2Y 1Y1,CA,Langley,BC,V2Y 1Y1
New Orleans,LA,70125,US,New Orleans,LA,70125
London,Not Found,EC1M 3HN,GB,London,N/A,EC1M 3HN
Jamaica,NY,11434,US,Jamaica,NY,11434
Oaklands Park,SA,5046,AU,Oaklands Park,SA,5046
San Francisco,CA,94112,US,San Francisco,CA,94112
Rydalmere.,NSW,2116,AU,Rydalmere.,NSW,2116
Columbia,SC,29201,US,Columbia,SC,29201
Cincinnati,OH,45202-2393,US,Cincinnati,OH,45202-2393
Nashville,TN,37214,US,Nashville,TN,37214
Nyon,Geneve,0,CH,Nyon,Geneve,N/A
Ben Lomond,CA,95005,US,Ben Lomond,CA,95005
Savannah,GA,31401,US,Savannah,GA,31401
Oakland,CA,94606,US,Oakland,CA,94606
Colchester,Essex,cm9 8hg,GB,Colchester,Essex,cm9 8hg
Loveland,OH,OH,US,Loveland,OH,OH
London,Greater London,SE1 8DD,GB,London,London,SE1 8DD
Amsterdam,NY,1052 wj,US,Amsterdam,NY,1052 wj
New York,NY,11229,US,New York,NY,11229
Not found,Not Found,0,Not Available,N/A,N/A,N/A
San Diego,CA,92108,US,San Diego,CA,92108
Milwaukee,WI,53225,US,Milwaukee,WI,53225
Golden,CO,80401,US,Golden,CO,80401
Toronto,ON,M3J 3P1,CA,Toronto,ON,M3J 3P1
Edinburgh,Midlothian,EH1 3EG,GB,Edinburgh,Midlothian,EH1 3EG
Denver,CO,80202,US,Denver,CO,80202
Rock Hill,SC,29730,US,Rock Hill,SC,29730
Columbus,OH,43203,US,Columbus,OH,43203
Los Angeles,CA,90025,US,Los Angeles,CA,90025
Brooklyn,NY,11201,US,Brooklyn,NY,11201
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Budapest,Budapest,1085,HU,Budapest,Budapest,1085
Sackville,New Brunswick,E4L 1E4,CA,Sackville,NB,E4L 1E4
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Brookville,NY,11548,US,Brownsville,NY,11548
Bracebridge,ON,P1L,CA,Bracebridge,ON,P1L
Vancouver,British Columbia,0,CA,Vancouver,BC,N/A
Winter Haven,FL,33881,US,Winter Haven,FL,33881
Singapore,Not Found,139959,SG,Singapore,N/A,139959
London,Gt Lon,WC2H 9NE,GB,London,London,WC2H 9NE
Not found,Not Found,77063,Not Available,N/A,N/A,77063
Guildford,Surrey,GU1 3RR,GB,Guildford,Surrey,GU1 3RR
Deerfield Beach,FL,33442,US,Deerfield,FL,33442
Allentown,PA,18103,US,Allentown,PA,18103
Latham,NY,0,US,Latham,NY,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Not found,Galway,0,IE,N/A,Galway,N/A
Portland,OR,97205,US,Portland,OR,97205
Boca Raton,FL,33432,US,Boca Raton,FL,33432
Cape Town,WC,7700,ZA,Cape Town,WC,7700
Not found,Not Found,0,Not Available,N/A,N/A,N/A
MURSHIDABAD,Not Found,742137,IN,MURSHIDABAD,N/A,742137
Manchester,Gt Man,M13 9WL,GB,Manchester,Gt Man,M13 9WL
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Mont sur Marchienne,Walloon Region,6032,BE,Mont sur Marchienne,Walloon Region,6032
Orlando,FL,32819,US,Orlando,FL,32819
Oakland,CA,94612,US,Oakland,CA,94612
Tampa,FL,33605,US,Tampa,FL,33605
San Francisco,CA,94103,US,San Francisco,CA,94103
Nairobi,Nairobi Area,100,KE,Nairobi,Nairobi Area,100
Not found,Not Found,0,US,N/A,N/A,N/A
Washington,DC,20020,US,Washington,DC,20020
West Hollywood,CA,90046,US,West Hollywood,CA,90046
Tucson,AZ,85712,US,Tucson,AZ,85712
Torre-Pacheco,Región de Murcia,30700,ES,Torre-Pacheco,Región de Murcia,30700
Chicago,IL,60647,US,Chicago,IL,60647
West Jordan,UT,84088,US,West Jordan,UT,84088
New York,NY,NY 10019,US,New York,NY,NY 10019
Odenton,MD,21113,US,Odenton,MD,21113
Austin,TX,78704,US,Austin,TX,78704
Saint Louis,MO,63103,US,Saint Louis,MO,63103
Ocoyoacac,Estado de México,52740,MX,Ocoyoacac,Estado de México,52740
Keller,TX,76248,US,Keller,TX,76248
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Bethesda,MD,20814,US,Bethesda,MD,20814
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Philadelphia,PA,19127,US,Philadelphia,PA,19127
Columbus,OH,43229,US,Columbus,OH,43229
Minneapolis,MN,55416,US,Minneapolis,MN,55416
Cincinnati,OH,45243,US,Cincinnati,OH,45243
Dallas,TX,75212,US,Dallas,TX,75212
Washington,DC,20016,US,Washington,DC,20016
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Durham,NC,0,US,Durham,NC,N/A
Austin,TX,78756,US,Austin,TX,78756
Miami,FL,33130,US,Miami,FL,33130
Lubbock,TX,79423,US,Lubbock,TX,79423
Not found,Not Found,0,US,N/A,N/A,N/A
Torrington,CT,6790,US,Torrington,CT,6790
Mechanicsville,VA,23111,US,Mechanicsville,VA,23111
Belfast,Belfast,BT9 5DY,GB,Belfast,Belfast,BT9 5DY
San Francisco,CA,94129,US,San Francisco,CA,94129
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Portland,IN,47371,US,Portland,IN,47371
Bradford,Bradford,BD9 5BD,GB,Bradford,Bradford,BD9 5BD
Portsmouth,NH,3801,US,Portsmouth,NH,3801
Henderson,CO,0,US,Henderson,CO,N/A
Henrico,NC,27482,US,Henrico,NC,27482
Cambridge,ON,N1T 1W2,CA,Cambridge,ON,N1T 1W2
Alhambra,CA,91801,US,Alhambra,CA,91801
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Bellevue,WA,98004,US,Bellevue,WA,98004
London,London,SE1 9PH,GB,London,London,SE1 9PH
Philadelphia,PA,19123,US,Philadelphia,PA,19123
Pescadero,CA,0,US,Pescadero,CA,N/A
Chelsea,MA,0,US,Chelsea,MA,N/A
Millerton,NY,12546,US,Millerton,NY,12546
Milton Keynes,Bucks,MK9 1BB,GB,Milton Keynes,KS,MK9 1BB
San Francisco,CA,94108,US,San Francisco,CA,94108
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Riverside,CA,92505,US,Riverside,CA,92505
St Leonards,NSW,0,AU,St Leonards,NSW,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Highland Park,IL,60035,US,Highland Park,IL,60035
Washington,DC,20004,US,Washington,DC,20004
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Aspers,PA,17304,US,Aspers,PA,17304
Not found,Not Found,0,Not Available,N/A,N/A,N/A
South Hadley,MA,1075,US,South Hadley,MA,1075
Elizabeth,SA,5112,AU,Elizabeth,SA,5112
San Antonio,TX,78216,US,San Antonio,TX,78216
Montréal,QC,H3G 1Z3,CA,Montréal,QC,H3G 1Z3
New York,NY,10016,US,New York,NY,10016
Fort Wayne,IN,46802,US,Fort Wayne,IN,46802
Ada,OK,74820,US,Ada,OK,74820
Hamilton,Not Found,ML5 0DW,Not Available,Hamilton,N/A,ML5 0DW
Forest Hill,MD,21050,US,Forest,MD,21050
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Washington,DC,20004,US,Washington,DC,20004
Wayne,WV,25570,US,Wayne,WV,25570
New York,NY,10011,US,New York,NY,10011
Pasadena,CA,91103,US,Pasadena,CA,91103
St. Petersburg,FL,0,US,St. Petersburg,FL,N/A
Fort Bliss,TX,79906,US,Fort Worth,TX,79906
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Bronx ,NY,0,US,Bronx ,NY,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
Not found,WA,0,US,N/A,WA,N/A
Not found,Not Found,0,Not Available,N/A,N/A,N/A
San Diego,CA,92101,US,San Diego,CA,92101
Sharonville,OH,45241,US,Sharonville,OH,45241
Paint Rock,AL,0,US,Paint Rock,AL,N/A
Orange,New South Wales,2800,AU,Orange,NSW,2800
Leeds,West Yorkshire,LS16 5PS,GB,Leederville,KS,LS16 5PS
Not found,Not Found,92840,Not Available,N/A,N/A,92840
Chicago,IL,60654,US,Chicago,IL,60654
Laguna Woods,CA,92637,US,Laguna,CA,92637
Burns Flat,OK,73647,US,Burns Flat,OK,73647
Costa Mesa,CA,92626,US,Costa Mesa,CA,92626
Fredericksburg,VA,22401,US,Fredericksburg,VA,22401
Jonesboro,AR,72401,US,Jonesboro,AR,72401
